municipio_6,ano,populacao,nome_municipio,qtd_internacoes_uti,qtd_internacoes_icsap_uti,soma_val_tot,soma_dias_perm,qtd_estabelecimentos_media,qtd_leitos_existentes_media,qtd_leitos_sus_media,siops_dotacao_atualizada,siops_despesa_empenhada,siops_despesa_liquidada,siops_despesa_paga
353790,2023,27619,Pilar do Sul - SP,129,21,1132494.71,1893,33.833333333333336,35.0,27.0,24273564.87,23765886.19,23498577.45,23497297.45
353800,2023,165428,Pindamonhangaba - SP,1068,267,8517965.58,15582,464.3333333333333,319.0,162.5,160847152.1,153232990.78,150614009.26,146298632.39
353810,2023,14542,Pindorama - SP,88,20,694986.35,871,22.25,,,18992291.31,13143463.88,13067206.55,12679709.08
353820,2023,15224,Pinhalzinho - SP,100,15,748637.65,1012,22.833333333333332,,,12501877.4,12328417.75,11218369.75,11161886.86
353830,2023,3264,Piquerobi - SP,45,7,330153.24,433,3.0,,,5323786.72,5268197.11,5237297.11,4987381.57
353850,2023,12490,Piquete - SP,113,30,768095.63,1300,14.666666666666666,,,8981557.67,8911358.5,10591034.79,8560729.32
353860,2023,26029,Piracaia - SP,176,27,1478964.23,2032,28.25,42.0,28.0,23687781.05,23419211.52,21894627.29,21343825.44
353870,2023,423323,Piracicaba - SP,2750,550,22888613.11,28463,1231.0,905.25,479.75,323073277.5,316454063.33,312492959.24,309700482.46
353880,2023,29436,Piraju - SP,114,18,1191543.34,1563,89.5,68.0,49.0,29299314.26,29293465.27,27326678.3,26966945.19
353890,2023,22431,Pirajuí - SP,137,26,887987.34,1845,67.5,291.1666666666667,85.0,17491264.0,17371839.74,17371839.74,17210306.39
353900,2023,10885,Pirangi - SP,91,21,905484.62,956,25.25,45.833333333333336,20.833333333333332,14189587.32,13838769.71,13273265.82,13087724.96
353910,2023,18370,Pirapora do Bom Jesus - SP,65,12,476416.12,922,14.0,,,13685320.0,13388043.9,13102430.78,12937162.82
353920,2023,25348,Pirapozinho - SP,119,21,1029759.44,1614,36.916666666666664,,,18712540.8,15616423.8,15616423.8,15600839.16
353930,2023,73545,Pirassununga - SP,478,121,2725175.96,4491,311.25,134.58333333333334,74.0,61271713.4,59952220.05,58296727.17,55336857.75
353940,2023,15108,Piratininga - SP,112,16,787071.35,1375,15.833333333333334,23.0,21.0,16584267.18,15442382.62,15286341.03,15202326.15
353950,2023,33674,Pitangueiras - SP,159,33,1347561.54,1538,78.83333333333333,54.5,32.0,32663784.73,31707826.02,30941857.34,29627160.26
353960,2023,4389,Planalto - SP,50,13,453377.82,514,4.0,,,9135249.23,9102516.82,9036666.78,8368117.93
353970,2023,3025,Platina - SP,33,10,255092.52000000002,284,2.0,,,7243976.98,6548216.63,6448108.78,6176583.78
353980,2023,103765,Poá - SP,382,57,3333059.71,5010,77.33333333333333,10.0,10.0,83657808.21,82583996.12,78397937.72,78167440.94
353990,2023,5592,Poloni - SP,54,12,488464.95,540,9.0,,,5597403.7,5330022.91,5330022.91,5244008.89
354000,2023,20196,Pompéia - SP,135,13,1220024.02,1664,141.25,26.0,19.0,32293414.8,27573572.48,26784778.89,24822767.03
354010,2023,3395,Pongaí - SP,32,4,248122.43,362,2.0,,,5213050.0,5069185.1,5069185.1,4966905.12
354020,2023,37607,Pontal - SP,184,36,1744317.91,2087,86.75,38.666666666666664,30.666666666666668,36862425.82,34492849.89,33134837.33,32435206.89
354025,2023,4127,Pontalinda - SP,34,4,354223.99,407,2.0,,,5181250.15,4708411.12,4682318.48,4457490.68
354030,2023,2387,Pontes Gestal - SP,23,4,182623.23,173,4.0,,,5667906.15,12381623.76,12057150.46,7277785.33
354040,2023,4127,Populina - SP,43,6,328615.7,302,6.166666666666667,18.0,6.0,4242522.32,4201156.85,4201156.85,4032444.62
354050,2023,10451,Porangaba - SP,60,11,720363.47,918,16.416666666666668,,,8161600.0,7852294.25,7558512.28,7528119.59
354060,2023,56497,Porto Feliz - SP,120,13,1072611.24,1558,91.91666666666667,73.0,45.0,74195112.9,64589747.41,62444810.97,61894625.6
354070,2023,52649,Porto Ferreira - SP,357,104,2255965.08,2935,203.0,61.0,37.0,36497929.56,36153289.49,35100654.44,33729029.94
354075,2023,20392,Potim - SP,188,34,1397285.72,2208,21.0,,,10600636.08,10428502.66,9879591.18,9667557.04
354080,2023,18496,Potirendaba - SP,192,55,1802279.67,1864,21.666666666666668,32.0,28.0,13739000.0,13006661.62,12993909.01,12423536.58
354085,2023,2578,Pracinha - SP,15,1,109374.26,182,3.0,,,3531931.94,3430356.01,3337419.64,3296199.91
354090,2023,17078,Pradópolis - SP,87,19,696911.9500000001,773,29.333333333333332,,,16613170.51,16143591.51,15772390.53,15487028.84
354100,2023,349935,Praia Grande - SP,1768,299,12955644.67,23397,314.25,486.8333333333333,271.0833333333333,296446859.75,294842855.62,277771664.52,268430309.96
354105,2023,5126,Pratânia - SP,56,0,628386.22,630,4.454545454545454,,,5407352.87,5403165.23,5356329.52,5304102.13
354110,2023,3804,Presidente Alves - SP,27,9,193818.31,341,2.6363636363636362,,,4538576.73,4508565.51,4500183.51,4448658.37
354120,2023,14490,Presidente Bernardes - SP,69,12,575339.84,945,35.5,51.0,40.0,13399680.0,12848534.24,12804658.84,12647374.27
354130,2023,39505,Presidente Epitácio - SP,163,26,1361112.85,2016,56.333333333333336,78.0,68.0,35056019.23,23939644.56,30895944.08,24930322.94
354140,2023,225668,Presidente Prudente - SP,1203,229,10079986.74,15492,1052.6666666666667,1292.75,849.9166666666666,164742879.9,163869862.01,163123170.31,156511684.44
354150,2023,35201,Presidente Venceslau - SP,362,104,2529678.6,3517,110.0,112.0,72.0,24070088.82,22449466.91,22045488.55,21835853.6
354160,2023,35131,Promissão - SP,391,92,2148116.39,3497,82.91666666666667,71.75,71.75,30764377.06,30569353.42,30053116.95,28117624.27
354165,2023,3405,Quadra - SP,17,2,95590.54,215,5.0,,,7695430.0,7282867.0,6660421.93,6581349.99
354170,2023,13163,Quatá - SP,122,42,557251.33,727,38.0,,,17380905.97,18935953.38,15961290.24,15961290.24
354180,2023,3265,Queiroz - SP,57,14,327712.39,476,2.8333333333333335,,,9974958.22,8018294.59,7567541.72,7196208.63
354190,2023,9159,Queluz - SP,74,19,494567.66,800,11.0,19.0,19.0,8473134.59,8040608.58,7440751.88,7263689.64
354200,2023,7038,Quintana - SP,47,5,506284.39,615,27.833333333333332,,,10343788.69,9791466.06,9464111.96,9331153.23
354210,2023,8965,Rafard - SP,74,8,569888.63,702,5.0,,,10316100.0,9619308.42,9327019.63,8790578.05
354220,2023,28588,Rancharia - SP,356,108,1816926.05,2653,79.58333333333333,115.0,81.0,21325392.01,20170412.15,19825764.35,19498803.25
354230,2023,4494,Redenção da Serra - SP,35,5,314487.58999999997,400,5.0,,,4485181.2,3811842.75,3371164.58,3349477.41
354240,2023,20145,Regente Feijó - SP,86,16,732850.95,1130,36.0,42.0,33.0,17249033.16,16791692.86,16444649.74,15082428.89
354250,2023,7662,Reginópolis - SP,46,8,279525.21,495,9.727272727272727,,,10720701.0,10276057.41,10159456.16,9943206.18
354260,2023,59947,Registro - SP,468,121,2837240.58,5517,139.66666666666666,289.6666666666667,225.0,50191747.32,47901117.09,45788156.02,45133005.55
354270,2023,6404,Restinga - SP,42,8,398731.3,600,6.363636363636363,,,8695469.42,8658763.67,8566620.3,7900502.04
354280,2023,3132,Ribeira - SP,12,7,80741.68000000001,118,7.142857142857143,,,7188997.79,6916364.71,6742081.77,6678118.52
354290,2023,10989,Ribeirão Bonito - SP,99,28,556263.06,793,28.25,20.333333333333332,15.333333333333334,7968460.96,5653490.09,5653490.09,5653490.09
354300,2023,18627,Ribeirão Branco - SP,125,23,944581.83,1532,15.833333333333334,28.0,28.0,12274294.24,14830741.35,14255106.83,14255106.83
354310,2023,4608,Ribeirão Corrente - SP,36,8,250080.62,326,5.0,,,6146363.46,5911153.37,5737286.72,5661992.68
354320,2023,4677,Ribeirão do Sul - SP,34,8,195012.79,362,3.0,,,8191028.8,7712922.66,7296342.99,7171645.02
354323,2023,2025,Ribeirão dos Índios - SP,9,3,38297.18,83,2.0,,,4744687.0,4358803.34,4356292.63,4303232.89
354325,2023,7450,Ribeirão Grande - SP,34,8,219288.97,442,3.25,,,4583259.0,4528039.1,4528039.1,4068354.59
354330,2023,115559,Ribeirão Pires - SP,556,77,4266077.25,7359,130.0,168.91666666666666,43.916666666666664,95293269.68,93822062.15,92265183.46,91806103.76
354340,2023,698642,Ribeirão Preto - SP,3771,783,35255911.53,43023,2672.8333333333335,2689.5,1649.25,538726916.12,528225999.22,520217918.47,479978401.47
354350,2023,5599,Riversul - SP,40,5,249711.69,386,4.0,,,7021316.76,6496412.44,6350876.79,6200445.8
354360,2023,4049,Rifaina - SP,29,3,243765.37,221,7.181818181818182,,,9562300.0,8953734.78,8953734.78,8953734.78
354370,2023,9098,Rincão - SP,73,11,547647.85,736,13.0,,,11875105.66,10986831.86,10751674.78,10491361.07
354380,2023,9259,Rinópolis - SP,118,24,756058.93,1262,9.333333333333334,23.0,20.0,8977400.0,7982644.78,7945244.78,7944265.42
354390,2023,201418,Rio Claro - SP,832,100,6448973.0,8854,710.25,441.5,240.66666666666666,81675272.71,209307384.83,191732618.75,179869605.51
354400,2023,31328,Rio das Pedras - SP,126,26,1255878.1,1449,90.08333333333333,72.0,64.0,26087463.0,25455524.18,25455524.18,25455524.18
354410,2023,44170,Rio Grande da Serra - SP,240,43,1714239.13,3100,20.833333333333332,,,14153317.14,13357905.57,12842687.1,12682011.09
354420,2023,10309,Riolândia - SP,52,8,480720.82,458,12.416666666666666,36.0,25.0,16868000.0,16746608.03,16567163.6,15813798.4
354425,2023,17440,Rosana - SP,86,27,696023.81,801,38.666666666666664,82.0,82.0,25741000.0,23730046.55,23127366.36,22899155.47
354430,2023,10832,Roseira - SP,118,16,1009081.54,1643,16.916666666666668,50.666666666666664,14.0,11213689.74,11093876.18,10664865.63,10590535.6
354440,2023,2700,Rubiácea - SP,9,4,97896.06000000001,69,5.0,,,4838890.0,4375662.57,4355350.45,4257811.36
354450,2023,3833,Rubinéia - SP,49,8,442229.39,460,3.0,,,5887020.0,4364304.48,4364301.48,4362638.25
354460,2023,5112,Sabino - SP,58,8,353316.59,603,7.0,,,7060116.55,6483464.76,6476636.67,6189786.7
354470,2023,2474,Sagres - SP,11,1,99867.99,129,2.0,,,2403149.02,3472433.4,3470046.72,3438197.64
354480,2023,6437,Sales - SP,40,8,311672.44,490,5.5,,,9773014.0,9930696.89,9554890.2,9492791.65
354490,2023,11411,Sales Oliveira - SP,39,5,277982.46,279,47.8,30.0,20.0,15035831.76,14282765.43,8676125.56,13775108.04
354500,2023,15202,Salesópolis - SP,85,14,638725.0599999999,963,15.0,11.0,11.0,10308557.27,9380367.63,8946919.47,8837084.93
354510,2023,4808,Salmourão - SP,30,3,253212.78,307,3.5454545454545454,,,4269977.9,4015808.03,4015808.03,3919896.5
354515,2023,8161,Saltinho - SP,55,14,506368.0,514,6.833333333333333,,,9881922.44,8356873.86,8248896.86,8239988.47
354520,2023,134319,Salto - SP,689,115,4341204.5,7317,212.33333333333334,126.0,126.0,129772119.51,115703357.4,109186774.37,109186774.37
354530,2023,43748,Salto de Pirapora - SP,150,22,1360707.76,2100,86.66666666666667,52.0,43.0,36832205.12,35697796.21,35365540.53,34503693.47
354540,2023,9050,Salto Grande - SP,82,17,601237.6,689,9.0,34.0,22.0,9062496.31,8679190.44,8529918.91,8091646.37
354550,2023,3645,Sandovalina - SP,30,4,211149.82,309,3.1818181818181817,,,10434200.0,8711465.9,8351113.99,7997682.22
354560,2023,14018,Santa Adélia - SP,95,17,823298.24,990,36.5,19.0,11.0,16666300.0,15506807.76,15068407.25,14908383.23
354570,2023,6393,Santa Albertina - SP,73,12,678556.08,826,9.416666666666666,,,11830694.0,10963093.32,10766903.31,10636579.66
354580,2023,183347,Santa Bárbara d'Oeste - SP,1099,236,8326777.26,12852,367.0833333333333,223.0,135.0,148082963.51,147969154.33,147184383.48,136157504.61
354600,2023,13975,Santa Branca - SP,142,34,882464.15,1597,12.666666666666666,,,11057271.71,10774199.07,10263655.13,10146344.98
354610,2023,2598,Santa Clara d'Oeste - SP,37,8,248965.89,354,4.083333333333333,,,3166490.1,3562514.08,3562514.08,3562514.08
354620,2023,4277,Santa Cruz da Conceição - SP,42,9,345989.57,452,4.0,,,5866740.0,5758406.33,5718753.69,5718753.69
354625,2023,2116,Santa Cruz da Esperança - SP,11,2,82138.76000000001,110,7.666666666666667,,,5169752.95,4978858.42,4190915.29,4069516.97
354630,2023,28864,Santa Cruz das Palmeiras - SP,112,20,1030495.34,1184,76.08333333333333,35.0,25.0,21206000.0,20541730.96,20301751.37,19481847.74
354640,2023,46442,Santa Cruz do Rio Pardo - SP,243,28,1897037.78,2164,151.33333333333334,119.66666666666667,72.0,63802893.65,62812429.71,60812874.99,60675975.55
354650,2023,6118,Santa Ernestina - SP,61,12,402092.58,579,6.5,,,4725047.0,4519480.13,4430337.5,4340979.31
354660,2023,34794,Santa Fé do Sul - SP,466,107,3717957.75,4069,138.91666666666666,90.91666666666667,67.41666666666667,24944398.31,24809824.7,24809824.7,24807990.11
354670,2023,23611,Santa Gertrudes - SP,71,8,473300.94,664,40.25,,,38679590.06,30772543.21,30109977.37,29448248.03
354680,2023,53174,Santa Isabel - SP,451,123,2804637.93,5233,46.833333333333336,91.33333333333333,79.0,38104914.96,36090303.61,35941160.69,34975532.95
354690,2023,7149,Santa Lúcia - SP,29,7,178485.71,303,5.0,8.0,0.0,6574279.09,6552210.14,6329421.7,6143653.59
354700,2023,5243,Santa Maria da Serra - SP,50,13,487488.39999999997,489,9.0,6.0,6.0,9573820.0,8639014.96,8311631.45,3159126.06
354710,2023,2956,Santa Mercedes - SP,18,6,152403.8,179,8.0,,,4152144.89,3833447.18,3833447.18,3833447.18
354720,2023,1670,Santana da Ponte Pensa - SP,13,2,73676.73,165,3.0,,,3799227.6,3563992.22,3563992.12,3558122.21
354730,2023,154105,Santana de Parnaíba - SP,541,67,4950351.55,7890,61.166666666666664,67.91666666666667,65.91666666666667,340301000.0,327435015.3,280588215.31,275497168.49
354740,2023,2733,Santa Rita d'Oeste - SP,40,14,354341.16,363,4.0,,,4486361.4,4367801.48,4364301.48,4361712.49
354750,2023,24833,Santa Rita do Passa Quatro - SP,128,16,1158329.81,1109,78.0,292.9166666666667,274.5,25090224.49,24775618.9,24659140.15,23909667.67
354760,2023,23411,Santa Rosa de Viterbo - SP,114,12,1017620.75,958,69.75,32.0,19.0,22881569.97,21094365.23,20252039.69,19944109.75
354765,2023,1645,Santa Salete - SP,26,2,167814.66,192,2.0,,,4075085.67,3866656.11,3861750.11,3845957.92
354770,2023,17963,Santo Anastácio - SP,100,21,633156.13,1058,46.583333333333336,56.0,37.0,15057522.9,14627754.58,14301897.75,13940788.03
354780,2023,748919,Santo André - SP,6281,1145,34866628.64,44832,829.6666666666666,2062.0,966.0,638900096.77,637016426.86,628872784.77,621287194.29
354790,2023,6775,Santo Antônio da Alegria - SP,56,7,502640.75,613,20.833333333333332,14.25,14.25,7384300.0,7128343.07,6961499.11,6822872.17
354800,2023,23244,Santo Antônio de Posse - SP,112,18,1512461.39,2213,43.666666666666664,,,29813620.4,27930864.15,26214883.45,26002295.97
354805,2023,8379,Santo Antônio do Aracanguá - SP,51,12,387034.99,428,4.583333333333333,,,15500145.42,15387315.07,15387315.07,15032609.72
354810,2023,6126,Santo Antônio do Jardim - SP,74,22,545366.77,849,8.0,,,7058385.38,6416878.8,6232307.12,5982937.75
354820,2023,7133,Santo Antônio do Pinhal - SP,35,2,233557.13,443,19.818181818181817,,,6500581.16,5702667.66,5314824.83,5296923.64
354830,2023,3000,Santo Expedito - SP,16,3,104565.3,247,2.5555555555555554,,,3718196.99,3634457.67,3550365.39,3491879.68
354840,2023,3899,Santópolis do Aguapeí - SP,16,4,83327.43,168,3.0,,,4525089.59,4036871.78,4011344.39,3984443.98
354850,2023,418608,Santos - SP,3154,726,25272696.79,36329,1720.3333333333333,1990.0833333333333,894.0,582605176.44,579405765.66,571630127.27,555934254.23
354860,2023,11674,São Bento do Sapucaí - SP,66,13,632728.84,800,16.0,40.0,26.0,10148720.0,8871181.48,7705104.97,7545721.22
354870,2023,810729,São Bernardo do Campo - SP,5117,737,43323812.8,67588,992.5833333333334,2162.1666666666665,909.5,764069921.39,731885456.46,725487998.59,723756924.12
354880,2023,165655,São Caetano do Sul - SP,2030,511,11043516.07,19691,608.75,1020.0,224.0,433934650.77,424044206.14,417009991.56,414594182.8
354890,2023,254857,São Carlos - SP,2710,748,16084538.15,23557,975.9166666666666,508.0,230.66666666666666,196388459.04,199434595.08,180208273.71,176752407.81
354900,2023,2602,São Francisco - SP,22,2,156138.71,189,5.0,,,3761150.0,3862056.55,3862056.55,3861596.22
354910,2023,92547,São João da Boa Vista - SP,610,122,3766294.47,5823,662.3333333333334,227.0,112.0,101023457.08,95584657.92,89711413.93,84573575.01
354920,2023,2580,São João das Duas Pontes - SP,30,5,264414.85000000003,378,2.0,,,4235452.0,3764607.76,3539114.77,3499503.37
354925,2023,1846,São João de Iracema - SP,13,2,47277.69,88,4.0,,,4926049.02,4254282.02,4198972.52,4183119.49
354930,2023,2242,São João do Pau d'Alho - SP,25,5,191830.51,285,6.0,,,4462595.58,4432466.1,4432466.1,4432466.1
354940,2023,48558,São Joaquim da Barra - SP,248,60,2111385.86,2782,206.41666666666666,114.0,71.0,44451218.3,40130710.38,39366346.83,37888543.92
354950,2023,7626,São José da Bela Vista - SP,51,12,504393.99,579,6.833333333333333,,,5805330.01,5771444.13,5648798.74,5647573.74
354960,2023,3853,São José do Barreiro - SP,30,6,210043.8,299,5.0,,,4649946.9,4624793.5,4532224.78,4402069.33
354970,2023,52205,São José do Rio Pardo - SP,404,108,2462556.83,3439,185.0,150.0,86.75,40897445.13,36278863.85,35489554.01,34156240.49
354980,2023,480393,São José do Rio Preto - SP,3524,668,33727612.69,37150,1278.8333333333333,2586.0,1333.9166666666667,334392647.06,326483615.11,324094364.63,322068402.89
354990,2023,697054,São José dos Campos - SP,3796,931,29863307.21,44532,1420.75,1966.1666666666667,910.0833333333334,729936297.71,729902870.97,688368425.4,676418264.56
354995,2023,16067,São Lourenço da Serra - SP,87,10,879711.01,1090,12.0,60.0,0.0,11853373.4,11516644.6,11421097.26,10941911.59
355000,2023,10337,São Luiz do Paraitinga - SP,53,6,481669.11,592,9.5,25.0,16.0,11785412.4,10516234.17,9796520.21,9796520.21
355010,2023,37289,São Manuel - SP,160,11,1783282.44,2142,110.08333333333333,70.0,44.0,33339361.0,31317757.28,31013737.5,30005461.98
355020,2023,32039,São Miguel Arcanjo - SP,119,12,993732.22,1619,64.16666666666667,77.5,77.5,24165875.75,23481781.79,22867213.32,22633329.71
355030,2023,11451999,São Paulo - SP,60093,9874,521763229.94,819707,18362.583333333332,37779.5,18445.0,15062266668.99,14631191272.62,14103618518.32,14065853936.57
355040,2023,38256,São Pedro - SP,491,145,3388734.84,4164,95.08333333333333,73.0,61.0,42541617.27,40814259.55,39841370.17,39686600.19
355050,2023,7217,São Pedro do Turvo - SP,55,11,372860.71,502,6.0,,,10160349.59,9326248.38,9209033.13,8861945.82
355060,2023,79484,São Roque - SP,580,163,3900043.54,7431,277.9166666666667,309.1666666666667,70.0,82926183.37,80128591.33,77610639.96,77602466.4
355070,2023,81595,São Sebastião - SP,669,159,4159537.06,7309,207.16666666666666,123.0,110.0,220075500.0,187065132.77,178358986.25,161761677.49
355080,2023,10441,São Sebastião da Grama - SP,61,16,499495.61,609,32.416666666666664,30.0,26.0,8283314.24,8143104.24,8100060.04,7941984.55
355090,2023,13442,São Simão - SP,80,10,678068.67,669,38.583333333333336,40.0,36.0,21430800.0,20919671.42,20450117.13,20233491.98
355100,2023,329911,São Vicente - SP,1545,326,11600201.14,18150,246.25,322.9166666666667,194.25,184779021.0,181161156.6,180321511.55,167900996.87
355110,2023,10369,Sarapuí - SP,39,2,300648.75,656,9.181818181818182,,,9940525.22,9739009.48,9640921.26,9603908.36
355120,2023,3704,Sarutaiá - SP,16,3,182531.91,261,2.0,,,4937708.62,4856885.72,4840875.92,4836073.02
355130,2023,3130,Sebastianópolis do Sul - SP,26,2,260753.47999999998,315,4.0,,,7949197.52,6965438.28,6614850.24,6549788.88
355140,2023,12746,Serra Azul - SP,79,18,689425.0499999999,687,17.25,,,6291200.0,5739890.5,5595884.33,5421165.7
355150,2023,43909,Serrana - SP,277,68,2430521.76,3255,59.416666666666664,105.33333333333333,101.5,31412225.39,30954685.35,30486580.91,29890730.85
355160,2023,29894,Serra Negra - SP,129,20,1252454.74,1665,81.91666666666667,49.0,33.0,26705727.91,23614671.25,23445176.12,23105904.89
355170,2023,126887,Sertãozinho - SP,698,102,5628610.69,7287,449.4166666666667,163.33333333333334,80.91666666666667,134472767.44,109148296.19,105944762.82,104375214.98
355180,2023,12730,Sete Barras - SP,95,20,644447.37,1030,10.0,,,7473700.0,10381018.58,9852646.0,9714331.03
355190,2023,14576,Severínia - SP,140,38,967993.66,1423,16.0,,,14124263.26,12691824.11,11786309.93,11411180.38
355200,2023,6186,Silveiras - SP,46,14,362854.83,472,12.0,2.0,2.0,5470492.01,5697976.8,5610568.34,5515978.57
355210,2023,40122,Socorro - SP,345,65,2475563.95,3690,84.91666666666667,77.0,70.0,37447092.57,36004192.77,34759404.98,34109334.91
355220,2023,723682,Sorocaba - SP,4272,1122,27119569.81,48574,1404.1666666666667,2008.0833333333333,1112.1666666666667,631697220.21,629194327.32,625220143.12,622679452.37
355230,2023,7355,Sud Mennucci - SP,44,9,265016.27,402,10.0,22.0,20.0,15425469.45,14127748.67,14058013.56,13143204.14
355240,2023,279545,Sumaré - SP,1139,173,11583918.58,16928,280.3333333333333,243.33333333333334,234.33333333333334,200772885.52,198233989.21,196089543.71,181198647.0
355250,2023,307429,Suzano - SP,1414,194,11418717.92,18096,325.1666666666667,413.6666666666667,188.66666666666666,221569443.26,216776128.28,207569890.97,204481596.92
355255,2023,3408,Suzanápolis - SP,39,16,246027.16,476,4.2727272727272725,,,6944900.0,6274997.08,6138098.04,5935701.77
355260,2023,11323,Tabapuã - SP,79,14,806722.13,929,21.333333333333332,30.0,11.0,14013979.8,11075199.14,10999016.14,10826365.66
355270,2023,14769,Tabatinga - SP,143,22,854464.09,1120,48.916666666666664,35.416666666666664,22.0,12957675.0,8010113.17,7823044.17,7567421.49
355280,2023,273542,Taboão da Serra - SP,1291,181,12480679.54,19621,162.5,523.0,354.0,184673627.26,183172315.35,181315508.67,176389096.96
355290,2023,6260,Taciba - SP,22,5,175371.39,275,5.363636363636363,,,11423130.0,10082133.31,11218293.7,10253486.53
355300,2023,12669,Taguaí - SP,53,12,462462.69,534,15.0,30.0,25.0,13904070.36,13601814.17,13228254.1,12916340.21
355310,2023,5677,Taiaçu - SP,32,4,364671.03,255,12.083333333333334,,,140000.0,5838223.27,5808632.27,5435794.11
355320,2023,6548,Taiúva - SP,22,4,249928.56000000003,195,18.333333333333332,4.0,4.0,6817925.0,6714116.76,6408044.84,6338367.85
355330,2023,21435,Tambaú - SP,85,7,732999.28,907,76.33333333333333,36.0,28.0,21446200.0,21006170.21,20944265.58,20891300.36
355340,2023,25265,Tanabi - SP,306,87,3046116.74,3041,54.583333333333336,72.0,30.0,23807000.0,22948081.97,22530387.93,22190171.62
355350,2023,7996,Tapiraí - SP,41,9,346902.24,612,10.5,,,6542000.0,7857867.5,7694443.08,7539321.63
355360,2023,11816,Tapiratiba - SP,111,26,628507.73,710,18.416666666666668,25.0,24.0,7594093.48,8640167.74,8606866.72,8424626.67
355365,2023,2619,Taquaral - SP,14,1,83477.33,100,3.5555555555555554,,,6496200.0,6355345.34,6286910.3,6218620.47
355370,2023,52260,Taquaritinga - SP,349,93,2152606.81,3547,181.0,144.0,93.0,40864968.18,40580021.27,40041138.62,28765012.68
355380,2023,24350,Taquarituba - SP,126,16,1444906.23,1798,27.083333333333332,50.0,35.0,26094949.21,25116292.53,23313177.41,23301604.87
355385,2023,6876,Taquarivaí - SP,44,9,356329.67,401,7.0,,,7905115.0,7158924.87,7152133.02,6939687.32
355390,2023,6536,Tarabai - SP,56,9,380800.92,758,8.0,,,6614000.0,6503141.44,6503141.44,6393588.94
355395,2023,14882,Tarumã - SP,158,33,992634.71,1535,21.0,,,16374749.48,15665567.88,15072936.22,15061889.22
355400,2023,123942,Tatuí - SP,668,125,3808706.82,7541,420.6666666666667,153.0,91.0,121785500.0,118238229.09,118238229.09,113494862.59
355410,2023,310739,Taubaté - SP,1493,268,15231501.02,21053,919.8333333333334,595.0,439.0,316639515.91,302672551.82,292740176.08,282989400.82
355420,2023,4127,Tejupá - SP,16,3,210523.17,275,4.0,,,5500400.0,5171634.69,5161238.37,5161238.37
355430,2023,22173,Teodoro Sampaio - SP,89,18,772457.4,1016,49.583333333333336,58.0,52.0,18089000.0,17055982.21,16740643.11,16353638.6
355440,2023,7904,Terra Roxa - SP,32,7,316030.31,304,17.0,34.0,30.0,8748068.65,8208131.43,8103245.39,7378079.07
355450,2023,37663,Tietê - SP,105,9,857131.58,1423,159.16666666666666,56.0,34.0,30112900.0,27984141.73,27704820.43,26361176.01
355460,2023,2464,Timburi - SP,27,5,295967.06,334,3.0,,,5403002.19,5331292.11,5264143.58,5264143.58
355465,2023,2046,Torre de Pedra - SP,20,2,237216.02,225,4.0,,,4933145.0,4914790.53,4905743.92,4802153.28
355470,2023,9335,Torrinha - SP,85,16,600024.8,932,8.75,20.0,13.0,11618540.69,11011044.04,10817805.82,10183509.51
355475,2023,1682,Trabiju - SP,14,0,75455.41,106,2.0,,,4890843.42,4448051.31,4448051.31,4310307.54
355480,2023,51173,Tremembé - SP,230,55,2093228.16,2835,47.0,10.0,0.0,31038565.06,30117221.15,27251893.95,26862300.33
355490,2023,6804,Três Fronteiras - SP,93,21,750047.34,850,6.0,,,4697400.0,4505151.82,4432792.03,4356131.54
355495,2023,6778,Tuiuti - SP,39,1,300426.7,391,7.0,,,5339585.11,4866165.86,4773356.68,4619632.28
355500,2023,63928,Tupã - SP,1202,294,6365125.34,11888,256.0,372.0,356.0,54424279.27,47150374.73,45705775.27,42831721.49
355510,2023,15854,Tupi Paulista - SP,133,37,980948.27,1383,55.0,48.0,30.0,16129209.84,14428462.24,14397720.06,14262929.96
355520,2023,1818,Turiúba - SP,8,2,59884.96,84,2.0,,,3577600.0,3423394.4,3423394.4,3408907.17
355530,2023,1669,Turmalina - SP,39,8,352204.54,496,4.0,,,4964843.6,4909234.6,4814620.84,4749172.6
355535,2023,5365,Ubarana - SP,80,19,904918.72,942,3.0,,,7210197.14,7135904.5,7135904.5,7016794.74
355540,2023,92981,Ubatuba - SP,702,158,4724495.2,8434,74.83333333333333,103.0,87.33333333333333,107443748.61,101305196.25,99682527.01,95240487.58
355550,2023,5132,Ubirajara - SP,51,20,457239.05,565,5.416666666666667,,,6221606.08,5902098.68,5902098.68,5823376.79
355560,2023,10394,Uchoa - SP,146,33,1796039.56,1635,28.416666666666668,,,11252400.0,9131267.7,9131267.7,8973227.86
355570,2023,1603,União Paulista - SP,22,5,190927.73,179,3.0,,,4531514.75,4395970.06,4395970.06,4016400.85
355580,2023,8833,Urânia - SP,87,14,819355.59,817,9.666666666666666,26.0,24.0,9215071.64,8723307.25,8665912.06,8207261.04
355590,2023,1387,Uru - SP,11,2,55208.22,50,3.0,,,4984306.91,4619769.41,4609269.41,4484368.86
355600,2023,13744,Urupês - SP,91,8,1111498.02,1111,32.25,24.666666666666668,10.333333333333334,14540950.0,14000782.04,13635368.12,13403876.51
355610,2023,14098,Valentim Gentil - SP,116,16,905455.33,1112,22.833333333333332,,,12410693.72,12254730.52,12244466.46,12244466.46
